"Option","Strike","Type","Bid","Ask","Days_expiration"
"OCT5 15",2255,"PUT",377.4,396.6,67
"OCT5 15",2260,"PUT",382.4,401.6,67
"OCT5 15",2265,"PUT",387.4,406.6,67
"OCT5 15",2270,"PUT",392.3,411.5,67
"OCT5 15",2275,"PUT",397.3,416.5,67
"OCT5 15",2280,"PUT",402.3,421.5,67
"OCT5 15",2290,"PUT",412.2,431.4,67
"OCT5 15",2300,"PUT",422.2,441.4,67
"OCT5 15",2325,"PUT",447.1,466.3,67
"OCT5 15",2350,"PUT",472.1,491.3,67
"OCT5 15",2400,"PUT",522,541.2,67
"OCT5 15",2450,"PUT",571.9,591.1,67
"OCT5 15",2500,"PUT",621.8,641,67
"NOV1 15",750,"PUT",0,0.3,74
"NOV1 15",800,"PUT",0.1,0.4,74
"NOV1 15",850,"PUT",0.25,0.65,74
"NOV1 15",900,"PUT",0.45,0.9,74
"NOV1 15",950,"PUT",0.75,1.2,74
"NOV1 15",1000,"PUT",1.15,1.7,74
"NOV1 15",1050,"PUT",1.75,2.3,74
"NOV1 15",1100,"PUT",2.35,3.1,74
"NOV1 15",1150,"PUT",3.3,4.1,74
"NOV1 15",1200,"PUT",4.5,5.3,74
"NOV1 15",1225,"PUT",5,5.9,74
"NOV1 15",1250,"PUT",5.8,6.7,74
"NOV1 15",1275,"PUT",6.6,7.5,74
"NOV1 15",1300,"PUT",7.5,8.4,74
"NOV1 15",1325,"PUT",8.6,9.5,74
"NOV1 15",1350,"PUT",9.6,10.8,74
"NOV1 15",1375,"PUT",10.8,12,74
"NOV1 15",1400,"PUT",12.1,13.3,74
"NOV1 15",1425,"PUT",13.6,14.8,74
"NOV1 15",1450,"PUT",15.3,16.5,74
"NOV1 15",1475,"PUT",17.1,18.3,74
"NOV1 15",1500,"PUT",19.2,20.4,74
"NOV1 15",1510,"PUT",19.9,21.5,74
"NOV1 15",1520,"PUT",20.4,22.8,74
"NOV1 15",1525,"PUT",20.9,23.3,74
"NOV1 15",1530,"PUT",21.3,23.7,74
"NOV1 15",1540,"PUT",22.3,24.7,74
"NOV1 15",1550,"PUT",23.3,25.7,74
"NOV1 15",1555,"PUT",23.9,26.3,74
"NOV1 15",1560,"PUT",24.4,26.8,74
"NOV1 15",1565,"PUT",25,27.4,74
"NOV1 15",1570,"PUT",25.5,27.9,74
"NOV1 15",1575,"PUT",26.1,28.5,74
"NOV1 15",1580,"PUT",26.7,29.1,74
"NOV1 15",1585,"PUT",27.3,29.7,74
"NOV1 15",1590,"PUT",27.9,30.3,74
"NOV1 15",1595,"PUT",28.5,30.9,74
"NOV1 15",1600,"PUT",28.8,31.8,74
"NOV1 15",1605,"PUT",29.5,32.5,74
"NOV1 15",1610,"PUT",30.1,33.1,74
"NOV1 15",1615,"PUT",30.7,33.9,74
"NOV1 15",1620,"PUT",31.4,34.6,74
"NOV1 15",1625,"PUT",32.1,35.3,74
"NOV1 15",1630,"PUT",32.8,36,74
"NOV1 15",1635,"PUT",33.5,36.7,74
"NOV1 15",1640,"PUT",34.3,37.5,74
"NOV1 15",1645,"PUT",35.1,38.3,74
"NOV1 15",1650,"PUT",35.8,39,74
"NOV1 15",1655,"PUT",36.6,39.8,74
"NOV1 15",1660,"PUT",37.5,40.7,74
"NOV1 15",1665,"PUT",38.3,41.5,74
"NOV1 15",1670,"PUT",38.7,42.7,74
"NOV1 15",1675,"PUT",39.6,43.6,74
"NOV1 15",1680,"PUT",40.5,44.5,74
"NOV1 15",1685,"PUT",41.4,45.4,74
"NOV1 15",1690,"PUT",42.3,46.3,74
"NOV1 15",1695,"PUT",43.3,47.3,74
"NOV1 15",1700,"PUT",44.2,48.2,74
"NOV1 15",1705,"PUT",45.2,49.2,74
"NOV1 15",1710,"PUT",46.2,50.2,74
"NOV1 15",1715,"PUT",47.2,51.2,74
"NOV1 15",1720,"PUT",47.8,52.8,74
"NOV1 15",1725,"PUT",48.8,53.8,74
"NOV1 15",1730,"PUT",49.9,54.9,74
"NOV1 15",1735,"PUT",51,56,74
"NOV1 15",1740,"PUT",50.6,58.6,74
"NOV1 15",1745,"PUT",51.8,59.8,74
"NOV1 15",1750,"PUT",52.9,60.9,74
"NOV1 15",1755,"PUT",54.1,62.1,74
"NOV1 15",1760,"PUT",55.3,63.3,74
"NOV1 15",1765,"PUT",56.5,64.5,74
"NOV1 15",1770,"PUT",57.8,65.8,74
"NOV1 15",1775,"PUT",59.1,67.1,74
"NOV1 15",1780,"PUT",60.3,68.3,74
"NOV1 15",1785,"PUT",61.7,69.7,74
"NOV1 15",1790,"PUT",63,71,74
"NOV1 15",1795,"PUT",64.4,72.4,74
"NOV1 15",1800,"PUT",65.8,73.8,74
"NOV1 15",1805,"PUT",67.2,75.2,74
"NOV1 15",1810,"PUT",68.7,76.7,74
"NOV1 15",1815,"PUT",70.2,78.2,74
"NOV1 15",1820,"PUT",71.7,79.7,74
"NOV1 15",1825,"PUT",73.2,81.2,74
"NOV1 15",1830,"PUT",74.8,82.8,74
"NOV1 15",1835,"PUT",76.4,84.4,74
"NOV1 15",1840,"PUT",78.1,86.1,74
"NOV1 15",1845,"PUT",79.8,87.8,74
"NOV1 15",1850,"PUT",81.5,89.5,74
"NOV1 15",1855,"PUT",83.2,91.2,74
"NOV1 15",1860,"PUT",85,93,74
"NOV1 15",1865,"PUT",86.8,94.8,74
"NOV1 15",1870,"PUT",88.7,96.7,74
"NOV1 15",1875,"PUT",90.5,98.5,74
"NOV1 15",1880,"PUT",92.5,100.5,74
"NOV1 15",1885,"PUT",94.4,102.4,74
"NOV1 15",1890,"PUT",95.4,105.4,74
"NOV1 15",1895,"PUT",97.4,107.4,74
"NOV1 15",1900,"PUT",99.5,109.5,74
"NOV1 15",1905,"PUT",100.2,113,74
"NOV1 15",1910,"PUT",102.4,115.2,74
"NOV1 15",1915,"PUT",104.6,117.4,74
"NOV1 15",1920,"PUT",106.8,119.6,74
"NOV1 15",1925,"PUT",109.1,121.9,74
"NOV1 15",1930,"PUT",111.4,124.2,74
"NOV1 15",1935,"PUT",113.8,126.6,74
"NOV1 15",1940,"PUT",116.3,129.1,74
"NOV1 15",1945,"PUT",118.8,131.6,74
"NOV1 15",1950,"PUT",121.4,134.2,74
"NOV1 15",1955,"PUT",124,136.8,74
"NOV1 15",1960,"PUT",126.8,139.6,74
"NOV1 15",1965,"PUT",129.6,142.4,74
"NOV1 15",1970,"PUT",132.5,145.3,74
"NOV1 15",1975,"PUT",135.4,148.2,74
"NOV1 15",1980,"PUT",138.5,151.3,74
"NOV1 15",1985,"PUT",141.6,154.4,74
"NOV1 15",1990,"PUT",144.7,157.5,74
"NOV1 15",1995,"PUT",148,160.8,74
"NOV1 15",2000,"PUT",151.3,164.1,74
"NOV1 15",2005,"PUT",154.7,167.5,74
"NOV1 15",2010,"PUT",158.2,171,74
"NOV1 15",2015,"PUT",161.7,174.5,74
"NOV1 15",2020,"PUT",165.3,178.1,74
"NOV1 15",2025,"PUT",169,181.8,74
"NOV1 15",2030,"PUT",172.7,185.5,74
"NOV1 15",2035,"PUT",176.5,189.3,74
"NOV1 15",2040,"PUT",180.4,193.2,74
"NOV1 15",2045,"PUT",184.3,197.1,74
"NOV1 15",2050,"PUT",188.3,201.1,74
"NOV1 15",2055,"PUT",192.4,205.2,74
"NOV1 15",2060,"PUT",194.9,210.9,74
"NOV1 15",2065,"PUT",199.1,215.1,74
"NOV1 15",2070,"PUT",201.7,220.9,74
"NOV1 15",2075,"PUT",206,225.2,74
"NOV1 15",2080,"PUT",210.3,229.5,74
"NOV1 15",2085,"PUT",214.7,233.9,74
"NOV1 15",2090,"PUT",219.1,238.3,74
"NOV1 15",2095,"PUT",223.6,242.8,74
"NOV1 15",2100,"PUT",228.1,247.3,74
"NOV1 15",2105,"PUT",232.6,251.8,74
"NOV1 15",2110,"PUT",237.2,256.4,74
"NOV1 15",2115,"PUT",241.8,261,74
"NOV1 15",2120,"PUT",246.5,265.7,74
"NOV1 15",2125,"PUT",251.2,270.4,74
"NOV1 15",2130,"PUT",255.9,275.1,74
"NOV1 15",2135,"PUT",260.6,279.8,74
"NOV1 15",2140,"PUT",265.4,284.6,74
"NOV1 15",2145,"PUT",270.2,289.4,74
"NOV1 15",2150,"PUT",275,294.2,74
"NOV1 15",2155,"PUT",279.8,299,74
"NOV1 15",2160,"PUT",284.6,303.8,74
"NOV1 15",2165,"PUT",289.5,308.7,74
"NOV1 15",2170,"PUT",294.4,313.6,74
"NOV1 15",2175,"PUT",299.3,318.5,74
"NOV1 15",2180,"PUT",304.2,323.4,74
"NOV1 15",2185,"PUT",309.1,328.3,74
"NOV1 15",2190,"PUT",314,333.2,74
"NOV1 15",2195,"PUT",318.9,338.1,74
"NOV1 15",2200,"PUT",323.9,343.1,74
"NOV1 15",2205,"PUT",328.8,348,74
"NOV1 15",2210,"PUT",333.8,353,74
"NOV1 15",2215,"PUT",338.7,357.9,74
"NOV1 15",2220,"PUT",343.7,362.9,74
"NOV1 15",2225,"PUT",348.7,367.9,74
"NOV1 15",2230,"PUT",353.6,372.8,74
"NOV1 15",2235,"PUT",358.6,377.8,74
"NOV1 15",2240,"PUT",363.6,382.8,74
"NOV1 15",2245,"PUT",368.6,387.8,74
"NOV1 15",2250,"PUT",373.5,392.7,74
"NOV1 15",2260,"PUT",383.5,402.7,74
"NOV1 15",2270,"PUT",393.5,412.7,74
"NOV1 15",2275,"PUT",398.5,417.7,74
"NOV1 15",2280,"PUT",403.5,422.7,74
"NOV1 15",2290,"PUT",413.4,432.6,74
"NOV1 15",2300,"PUT",423.4,442.6,74
"NOV1 15",2325,"PUT",448.4,467.6,74
"NOV1 15",2350,"PUT",473.4,492.6,74
"NOV1 15",2400,"PUT",523.3,542.5,74
"NOV1 15",2450,"PUT",573.2,592.4,74
"NOV2 15",750,"PUT",0.1,0.5,81
"NOV2 15",800,"PUT",0.25,0.65,81
"NOV2 15",850,"PUT",0.45,0.9,81
"NOV2 15",900,"PUT",0.75,1.2,81
"NOV2 15",950,"PUT",1.1,1.65,81
"NOV2 15",1000,"PUT",1.6,2.15,81
"NOV2 15",1050,"PUT",2.15,2.95,81
"NOV2 15",1100,"PUT",2.95,3.7,81
"NOV2 15",1150,"PUT",4,4.8,81
"NOV2 15",1200,"PUT",5.1,6,81
"NOV2 15",1225,"PUT",5.8,6.7,81
"NOV2 15",1250,"PUT",6.6,7.5,81
"NOV2 15",1275,"PUT",7.4,8.3,81
"NOV2 15",1300,"PUT",8.4,9.3,81
"NOV2 15",1325,"PUT",9.4,10.3,81
"NOV2 15",1350,"PUT",10.4,11.6,81
"NOV2 15",1375,"PUT",11.7,12.9,81
"NOV2 15",1400,"PUT",13.1,14.3,81
"NOV2 15",1425,"PUT",14.7,15.9,81
"NOV2 15",1450,"PUT",16.4,17.6,81
"NOV2 15",1475,"PUT",18.3,19.5,81
"NOV2 15",1500,"PUT",20.3,21.9,81
"NOV2 15",1510,"PUT",20.8,23.2,81
"NOV2 15",1520,"PUT",21.7,24.1,81
"NOV2 15",1525,"PUT",22.2,24.6,81
"NOV2 15",1530,"PUT",22.7,25.1,81
"NOV2 15",1540,"PUT",23.7,26.1,81
"NOV2 15",1550,"PUT",24.8,27.2,81
"NOV2 15",1555,"PUT",25.3,27.7,81
"NOV2 15",1560,"PUT",25.9,28.3,81
"NOV2 15",1565,"PUT",26.5,28.9,81
"NOV2 15",1570,"PUT",27.1,29.5,81
"NOV2 15",1575,"PUT",27.6,30,81
"NOV2 15",1580,"PUT",28.2,30.6,81
"NOV2 15",1585,"PUT",28.6,31.6,81
"NOV2 15",1590,"PUT",29.2,32.2,81
"NOV2 15",1595,"PUT",29.8,32.8,81
"NOV2 15",1600,"PUT",30.4,33.6,81
"NOV2 15",1605,"PUT",31,34.2,81
"NOV2 15",1610,"PUT",31.7,34.9,81
"NOV2 15",1615,"PUT",32.4,35.6,81
"NOV2 15",1620,"PUT",33.1,36.3,81
"NOV2 15",1625,"PUT",33.8,37,81
"NOV2 15",1630,"PUT",34.5,37.7,81
"NOV2 15",1635,"PUT",35.3,38.5,81
"NOV2 15",1640,"PUT",36,39.2,81
"NOV2 15",1645,"PUT",36.8,40,81
"NOV2 15",1650,"PUT",37.6,40.8,81
"NOV2 15",1655,"PUT",38.4,41.6,81
"NOV2 15",1660,"PUT",38.8,42.8,81
"NOV2 15",1665,"PUT",39.6,43.6,81
"NOV2 15",1670,"PUT",40.5,44.5,81
"NOV2 15",1675,"PUT",41.3,45.3,81
"NOV2 15",1680,"PUT",42.2,46.2,81
"NOV2 15",1685,"PUT",43.1,47.1,81
"NOV2 15",1690,"PUT",44,48,81
"NOV2 15",1695,"PUT",44.9,48.9,81
"NOV2 15",1700,"PUT",45.9,49.9,81
"NOV2 15",1705,"PUT",46.8,50.8,81
"NOV2 15",1710,"PUT",47.8,51.8,81
"NOV2 15",1715,"PUT",48.3,53.3,81
"NOV2 15",1720,"PUT",49.3,54.3,81
"NOV2 15",1725,"PUT",50.4,55.4,81
"NOV2 15",1730,"PUT",51.4,56.4,81
"NOV2 15",1735,"PUT",51,59,81
"NOV2 15",1740,"PUT",52.1,60.1,81
"NOV2 15",1745,"PUT",53.2,61.2,81
"NOV2 15",1750,"PUT",54.4,62.4,81
"NOV2 15",1755,"PUT",55.6,63.6,81
"NOV2 15",1760,"PUT",56.8,64.8,81
"NOV2 15",1765,"PUT",58,66,81
"NOV2 15",1770,"PUT",59.2,67.2,81
"NOV2 15",1775,"PUT",60.5,68.5,81
"NOV2 15",1780,"PUT",61.8,69.8,81
"NOV2 15",1785,"PUT",63.1,71.1,81
"NOV2 15",1790,"PUT",64.4,72.4,81
"NOV2 15",1795,"PUT",65.8,73.8,81
"NOV2 15",1800,"PUT",67.2,75.2,81
"NOV2 15",1805,"PUT",68.7,76.7,81
"NOV2 15",1810,"PUT",70.1,78.1,81
"NOV2 15",1815,"PUT",71.6,79.6,81
"NOV2 15",1820,"PUT",73.2,81.2,81
"NOV2 15",1825,"PUT",74.7,82.7,81
"NOV2 15",1830,"PUT",76.3,84.3,81
"NOV2 15",1835,"PUT",77.9,85.9,81
"NOV2 15",1840,"PUT",79.6,87.6,81
"NOV2 15",1845,"PUT",81.3,89.3,81
"NOV2 15",1850,"PUT",83,91,81
"NOV2 15",1855,"PUT",84.8,92.8,81
"NOV2 15",1860,"PUT",86.6,94.6,81
"NOV2 15",1865,"PUT",88.4,96.4,81
"NOV2 15",1870,"PUT",90.3,98.3,81
"NOV2 15",1875,"PUT",92.2,100.2,81
"NOV2 15",1880,"PUT",94.2,102.2,81
"NOV2 15",1885,"PUT",95.2,105.2,81
"NOV2 15",1890,"PUT",97.2,107.2,81
"NOV2 15",1895,"PUT",99.3,109.3,81
"NOV2 15",1900,"PUT",101.4,111.4,81
"NOV2 15",1905,"PUT",102.1,114.9,81
"NOV2 15",1910,"PUT",104.3,117.1,81
"NOV2 15",1915,"PUT",106.6,119.4,81
"NOV2 15",1920,"PUT",108.8,121.6,81
"NOV2 15",1925,"PUT",111.2,124,81
"NOV2 15",1930,"PUT",113.5,126.3,81
"NOV2 15",1935,"PUT",116,128.8,81
"NOV2 15",1940,"PUT",118.5,131.3,81
"NOV2 15",1945,"PUT",121.1,133.9,81
"NOV2 15",1950,"PUT",123.8,136.6,81
"NOV2 15",1955,"PUT",126.5,139.3,81
"NOV2 15",1960,"PUT",129.3,142.1,81
"NOV2 15",1965,"PUT",132.2,145,81
"NOV2 15",1970,"PUT",135.2,148,81
"NOV2 15",1975,"PUT",138.2,151,81
"NOV2 15",1980,"PUT",141.3,154.1,81
"NOV2 15",1985,"PUT",144.5,157.3,81
"NOV2 15",1990,"PUT",147.8,160.6,81
"NOV2 15",1995,"PUT",151.1,163.9,81
"NOV2 15",2000,"PUT",154.5,167.3,81
"NOV2 15",2005,"PUT",158,170.8,81
"NOV2 15",2010,"PUT",161.5,174.3,81
"NOV2 15",2015,"PUT",165.1,177.9,81
"NOV2 15",2020,"PUT",168.8,181.6,81
"NOV2 15",2025,"PUT",172.5,185.3,81
"NOV2 15",2030,"PUT",176.3,189.1,81
"NOV2 15",2035,"PUT",180.2,193,81
"NOV2 15",2040,"PUT",184.1,196.9,81
"NOV2 15",2045,"PUT",188.1,200.9,81
"NOV2 15",2050,"PUT",192.1,204.9,81
"NOV2 15",2055,"PUT",194.6,210.6,81
"NOV2 15",2060,"PUT",198.7,214.7,81
"NOV2 15",2065,"PUT",201.3,220.5,81
"NOV2 15",2070,"PUT",205.5,224.7,81
"NOV2 15",2075,"PUT",209.8,229,81
"NOV2 15",2080,"PUT",214.1,233.3,81
"NOV2 15",2085,"PUT",218.5,237.7,81
"NOV2 15",2090,"PUT",222.9,242.1,81
"NOV2 15",2095,"PUT",227.3,246.5,81
"NOV2 15",2100,"PUT",231.8,251,81
"NOV2 15",2105,"PUT",236.3,255.5,81
"NOV2 15",2110,"PUT",240.8,260,81
"NOV2 15",2115,"PUT",245.4,264.6,81
"NOV2 15",2120,"PUT",250,269.2,81
"NOV2 15",2125,"PUT",254.6,273.8,81
"NOV2 15",2130,"PUT",259.3,278.5,81
"NOV2 15",2135,"PUT",264,283.2,81
"NOV2 15",2140,"PUT",268.7,287.9,81
"NOV2 15",2145,"PUT",273.4,292.6,81
"NOV2 15",2150,"PUT",278.1,297.3,81
"NOV2 15",2155,"PUT",282.9,302.1,81
"NOV2 15",2160,"PUT",287.6,306.8,81
"NOV2 15",2165,"PUT",292.4,311.6,81
"NOV2 15",2170,"PUT",297.2,316.4,81
"NOV2 15",2175,"PUT",302,321.2,81
"NOV2 15",2180,"PUT",306.8,326,81
"NOV2 15",2185,"PUT",311.7,330.9,81
"NOV2 15",2190,"PUT",316.5,335.7,81
"NOV2 15",2195,"PUT",321.4,340.6,81
"NOV2 15",2200,"PUT",326.2,345.4,81
"NOV2 15",2205,"PUT",331.1,350.3,81
"NOV2 15",2210,"PUT",335.9,355.1,81
"NOV2 15",2215,"PUT",340.8,360,81
"NOV2 15",2220,"PUT",345.7,364.9,81
"NOV2 15",2225,"PUT",350.6,369.8,81
"NOV2 15",2230,"PUT",355.5,374.7,81
"NOV2 15",2235,"PUT",360.4,379.6,81
"NOV2 15",2240,"PUT",365.3,384.5,81
"NOV2 15",2245,"PUT",370.2,389.4,81
"NOV2 15",2250,"PUT",375.2,394.4,81
"NOV2 15",2260,"PUT",385,404.2,81
"NOV2 15",2270,"PUT",394.9,414.1,81
"NOV2 15",2275,"PUT",399.8,419,81
"NOV2 15",2280,"PUT",404.8,424,81
"NOV2 15",2290,"PUT",414.7,433.9,81
"NOV2 15",2300,"PUT",424.6,443.8,81
"NOV2 15",2325,"PUT",449.4,468.6,81
"NOV2 15",2350,"PUT",474.3,493.5,81
"NOV2 15",2400,"PUT",524.1,543.3,81
"NOV2 15",2450,"PUT",574,593.2,81
"NOV 15",500,"PUT",0,0.3,87
"NOV 15",600,"PUT",0,0.3,87
"NOV 15",700,"PUT",0.15,0.55,87
"NOV 15",800,"PUT",0.5,0.95,87
"NOV 15",850,"PUT",0.75,1.3,87
"NOV 15",900,"PUT",1.1,1.65,87
"NOV 15",950,"PUT",1.55,2.1,87
"NOV 15",1000,"PUT",2.05,2.85,87
"NOV 15",1025,"PUT",2.4,3.2,87
"NOV 15",1050,"PUT",2.75,3.5,87
"NOV 15",1075,"PUT",3.2,4,87
"NOV 15",1100,"PUT",3.6,4.4,87
"NOV 15",1125,"PUT",4.1,4.9,87
"NOV 15",1150,"PUT",4.7,5.6,87
"NOV 15",1175,"PUT",5.3,6.2,87
"NOV 15",1200,"PUT",5.9,6.8,87
"NOV 15",1225,"PUT",6.6,7.5,87
"NOV 15",1250,"PUT",7.5,8.4,87
"NOV 15",1275,"PUT",8.4,9.3,87
"NOV 15",1300,"PUT",9.4,10.3,87
"NOV 15",1325,"PUT",10.3,11.5,87
"NOV 15",1350,"PUT",11.5,12.7,87
"NOV 15",1360,"PUT",12,13.2,87
"NOV 15",1370,"PUT",12.6,13.8,87
"NOV 15",1375,"PUT",12.9,14.1,87
"NOV 15",1380,"PUT",13.1,14.3,87
"NOV 15",1390,"PUT",13.8,15,87
"NOV 15",1400,"PUT",14.4,15.6,87
"NOV 15",1410,"PUT",15,16.2,87
"NOV 15",1420,"PUT",15.6,16.8,87
"NOV 15",1425,"PUT",16,17.2,87
"NOV 15",1430,"PUT",16.3,17.5,87
"NOV 15",1440,"PUT",17,18.2,87
"NOV 15",1450,"PUT",17.7,18.9,87
"NOV 15",1460,"PUT",18.5,19.7,87
"NOV 15",1470,"PUT",19.3,20.5,87
"NOV 15",1475,"PUT",19.5,21.1,87
"NOV 15",1480,"PUT",20,21.6,87
"NOV 15",1490,"PUT",20.4,22.8,87
"NOV 15",1500,"PUT",21.3,23.7,87
"NOV 15",1510,"PUT",22.3,24.7,87
"NOV 15",1520,"PUT",23.2,25.6,87
"NOV 15",1525,"PUT",23.7,26.1,87
"NOV 15",1530,"PUT",24.2,26.6,87
"NOV 15",1540,"PUT",25.3,27.7,87
"NOV 15",1550,"PUT",26.3,28.7,87
"NOV 15",1560,"PUT",27.4,29.8,87
"NOV 15",1570,"PUT",28.6,31,87
"NOV 15",1575,"PUT",28.9,31.9,87
"NOV 15",1580,"PUT",29.5,32.5,87
"NOV 15",1590,"PUT",30.6,33.8,87
"NOV 15",1600,"PUT",32,35.2,87
"NOV 15",1610,"PUT",33.3,36.5,87
"NOV 15",1620,"PUT",34.8,38,87
"NOV 15",1625,"PUT",35.5,38.7,87
"NOV 15",1630,"PUT",36.3,39.5,87
"NOV 15",1640,"PUT",37.8,41,87
"NOV 15",1650,"PUT",39,43,87
"NOV 15",1660,"PUT",40.6,44.6,87
"NOV 15",1670,"PUT",42.3,46.3,87
"NOV 15",1675,"PUT",43.2,47.2,87
"NOV 15",1680,"PUT",44.1,48.1,87
"NOV 15",1690,"PUT",45.9,49.9,87
"NOV 15",1700,"PUT",47.9,51.9,87
"NOV 15",1710,"PUT",49.4,54.4,87
"NOV 15",1720,"PUT",51.5,56.5,87
"NOV 15",1725,"PUT",51.1,59.1,87
"NOV 15",1730,"PUT",52.2,60.2,87
"NOV 15",1740,"PUT",54.5,62.5,87
"NOV 15",1750,"PUT",56.8,64.8,87
"NOV 15",1760,"PUT",59.3,67.3,87
"NOV 15",1770,"PUT",61.9,69.9,87
"NOV 15",1775,"PUT",63.2,71.2,87
"NOV 15",1780,"PUT",64.5,72.5,87
"NOV 15",1790,"PUT",67.2,75.2,87
"NOV 15",1800,"PUT",70.1,78.1,87
"NOV 15",1810,"PUT",73,81,87
"NOV 15",1820,"PUT",76.1,84.1,87
"NOV 15",1825,"PUT",77.7,85.7,87
"NOV 15",1830,"PUT",79.3,87.3,87
"NOV 15",1840,"PUT",82.7,90.7,87
"NOV 15",1850,"PUT",86.2,94.2,87
"NOV 15",1860,"PUT",89.8,97.8,87
"NOV 15",1870,"PUT",93.7,101.7,87
"NOV 15",1875,"PUT",95.6,103.6,87
"NOV 15",1880,"PUT",96.7,106.7,87
"NOV 15",1890,"PUT",100.8,110.8,87
"NOV 15",1900,"PUT",103.8,116.6,87
"NOV 15",1910,"PUT",108.3,121.1,87
"NOV 15",1920,"PUT",113,125.8,87
"NOV 15",1925,"PUT",115.5,128.3,87
"NOV 15",1930,"PUT",118,130.8,87
"NOV 15",1940,"PUT",123.1,135.9,87
"NOV 15",1950,"PUT",128.4,141.2,87
"NOV 15",1960,"PUT",133.9,146.7,87
"NOV 15",1970,"PUT",139.7,152.5,87
"NOV 15",1975,"PUT",142.7,155.5,87
"NOV 15",1980,"PUT",145.7,158.5,87
"NOV 15",1990,"PUT",152,164.8,87
"NOV 15",2000,"PUT",158.4,171.2,87
"NOV 15",2010,"PUT",165.2,178,87
"NOV 15",2020,"PUT",172.1,184.9,87
"NOV 15",2025,"PUT",175.7,188.5,87
"NOV 15",2030,"PUT",179.3,192.1,87
"NOV 15",2040,"PUT",186.8,199.6,87
"NOV 15",2050,"PUT",192.9,208.9,87
"NOV 15",2060,"PUT",200.8,216.8,87
"NOV 15",2070,"PUT",207.3,226.5,87
"NOV 15",2075,"PUT",211.4,230.6,87
"NOV 15",2080,"PUT",215.6,234.8,87
"NOV 15",2090,"PUT",224.2,243.4,87
"NOV 15",2100,"PUT",232.9,252.1,87
"NOV 15",2110,"PUT",241.8,261,87
"NOV 15",2120,"PUT",250.9,270.1,87
"NOV 15",2125,"PUT",255.5,274.7,87
"NOV 15",2130,"PUT",260.1,279.3,87
"NOV 15",2140,"PUT",269.4,288.6,87
"NOV 15",2150,"PUT",278.9,298.1,87
"NOV 15",2160,"PUT",288.4,307.6,87
"NOV 15",2170,"PUT",298,317.2,87
"NOV 15",2175,"PUT",302.8,322,87
"NOV 15",2180,"PUT",307.6,326.8,87
"NOV 15",2190,"PUT",317.3,336.5,87
"NOV 15",2200,"PUT",327.1,346.3,87
"NOV 15",2210,"PUT",336.9,356.1,87
"NOV 15",2220,"PUT",346.7,365.9,87
"NOV 15",2225,"PUT",351.6,370.8,87
"NOV 15",2230,"PUT",356.5,375.7,87
"NOV 15",2240,"PUT",366.4,385.6,87
"NOV 15",2250,"PUT",376.3,395.5,87
"NOV 15",2260,"PUT",386.2,405.4,87
"NOV 15",2270,"PUT",396.1,415.3,87
"NOV 15",2275,"PUT",401.1,420.3,87
"NOV 15",2280,"PUT",406.1,425.3,87
"NOV 15",2290,"PUT",416,435.2,87
"NOV 15",2300,"PUT",426,445.2,87
"NOV 15",2310,"PUT",435.9,455.1,87
"NOV 15",2320,"PUT",445.9,465.1,87
"NOV 15",2325,"PUT",450.9,470.1,87
"NOV 15",2350,"PUT",475.8,495,87
"NOV 15",2400,"PUT",525.7,544.9,87
"NOV 15",2500,"PUT",625.5,644.7,87
"NOV 15",2600,"PUT",725.4,744.6,87
"NOV 15",2700,"PUT",825.2,844.4,87
"NOV4 15",750,"PUT",0,0.3,95
"NOV4 15",800,"PUT",0,0.3,95
"NOV4 15",850,"PUT",0.1,0.5,95
"NOV4 15",900,"PUT",0.3,0.7,95
"NOV4 15",950,"PUT",0.6,1.05,95
"NOV4 15",1000,"PUT",1.05,1.6,95
"NOV4 15",1050,"PUT",1.7,2.25,95
"NOV4 15",1100,"PUT",2.4,3.2,95
"NOV4 15",1150,"PUT",3.5,4.3,95
"NOV4 15",1200,"PUT",4.8,5.7,95
"NOV4 15",1225,"PUT",5.6,6.5,95
"NOV4 15",1250,"PUT",6.4,7.3,95
"NOV4 15",1275,"PUT",7.4,8.3,95
"NOV4 15",1300,"PUT",8.5,9.4,95
"NOV4 15",1325,"PUT",9.6,10.8,95
"NOV4 15",1350,"PUT",10.8,12,95
"NOV4 15",1375,"PUT",12.3,13.5,95
"NOV4 15",1400,"PUT",13.8,15,95
"NOV4 15",1425,"PUT",15.6,16.8,95
"NOV4 15",1450,"PUT",17.5,18.7,95
"NOV4 15",1475,"PUT",19.4,21,95
"NOV4 15",1500,"PUT",21.3,23.7,95
"NOV4 15",1510,"PUT",22.3,24.7,95
"NOV4 15",1520,"PUT",23.3,25.7,95
"NOV4 15",1525,"PUT",23.9,26.3,95
"NOV4 15",1530,"PUT",24.4,26.8,95
"NOV4 15",1540,"PUT",25.5,27.9,95
"NOV4 15",1550,"PUT",26.6,29,95
"NOV4 15",1555,"PUT",27.2,29.6,95
"NOV4 15",1560,"PUT",27.8,30.2,95
"NOV4 15",1565,"PUT",28.4,30.8,95
"NOV4 15",1570,"PUT",28.7,31.7,95
"NOV4 15",1575,"PUT",29.4,32.4,95
"NOV4 15",1580,"PUT",30,33,95
"NOV4 15",1585,"PUT",30.6,33.8,95
"NOV4 15",1590,"PUT",31.2,34.4,95
"NOV4 15",1595,"PUT",31.9,35.1,95
"NOV4 15",1600,"PUT",32.6,35.8,95
